series,sequence,n_rows,t_start,t_end,ref_col,input_sha256,derived_cols,derived_sha256
pit30m_10hz,01959149_07,5067,1195364861.865299,1195365368.4648159,v_ref,2ddd81e53646a0ddc28d148923ee1971d69679b4ffb1272d597847a1325dd30d,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,2044bf20b27a574529039e97fe03fd4703b553bd26c3bb6a6bfd60bcb1b4b3b3
pit30m_10hz,01d09d4c_00,299,1188341543.205852,1188341573.0058236,v_ref,4bdf797920738dad8625e3761b00142b8a9cc739ec64d635a5d914e5eeb3cfdb,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,b7e1a952afca53fe18759480468041e8f4a26b1202094a302741f523b67bd405
pit30m_10hz,01d09d4c_01,11473,1188341595.363244,1188342742.56215,v_ref,92d631e8f30d16286b0d33fd32f68f2d39a2f703c2cd8e8f912df91b380a46be,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,c793b7e9535f86e2f582ffe9ac6ddfcd8ff9238438fd296909e1d47b7c1d86ac
pit30m_10hz,01e21524_00,1401,1183501700.5711,1183501840.5709665,v_ref,ad0cf5f8ea940df7258f112d8e7467a7bc1f3fa5bcbf307ee6571634dd71d2f0,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,81cd8b47cd4634abf40349e301e95203e6a7918246a3e8a227fb87c45066eca7
pit30m_10hz,01e21524_01,642,1183501880.988981,1183501945.0889199,v_ref,e1c796d2bb51828c6590b2633e48f3db0f1d591bb4a5c52e0702cae2124f9d02,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,405b530a2630b6f8e52b2ea3bdb788d71ec13c90283b1c0be019552c18bcb441
pit30m_10hz,01e21524_02,1019,1183501965.469825,1183502067.269728,v_ref,b34a9d613f2d3c206afec85440596701248a55209336fd2052b1f4a6ecb5918d,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7b9596eaf8366bbd5e1150b1aea214a7f48308b1c2a152d1cb21426a4df0346d
pit30m_10hz,01e21524_03,487,1183502091.373899,1183502139.9738526,v_ref,b13372155bfb65d92ee5be6f636739f5b87561ecebe5bc97ca7ee38f41dbf389,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f93bcb5d7486b391ed4c6d4803b447b63bb6cf7333a1bf19bc0f8e2e13c7441b
pit30m_10hz,01e21524_04,618,1183502158.526143,1183502220.2260842,v_ref,9fc8c5815d6c343ebe29bb0a54677e2becf3ff4bf126620aa9ffc097c36c98b5,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7b78f0758fca66e79c5b493dc282ac84ebc9b50dec7fcaf6bbffddd7fba63c15
pit30m_10hz,01e21524_05,140,1183502240.301035,1183502254.2010217,v_ref,6e83afe4cd8ad1ab48d1abcd839b80395931be2a0dc1b83acf6b76933739ef23,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,e39aac10bbbbd2c6e5b8af6cdad5232c9ea05fc6f89420fa5926d0fd9bd1287b
pit30m_10hz,01e21524_06,5874,1183502282.636252,1183502869.9356918,v_ref,6d7771e3a06c93d6631b34e399dd1078d3f55f61e140f26295513ac068c324bb,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,1bc633fddb6c0c8754ddb299295ac6d977eb62ef3b8c68c20e26421e33540f18
pit30m_10hz,01e21524_07,517,1183502901.383605,1183502952.9835558,v_ref,5658eff815d1b7063142dc4e233e2ae0284bd03d03377b657da99e2a356836e0,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7051326b60a1349a194682044c9dda4ec6edadbb5b1e817f95dc292212566b38
pit30m_10hz,01e21524_08,5737,1183503064.221418,1183503637.8208709,v_ref,94a3d3af9a95668d38d2471516c79293e1ae7e71f5fa8b0d14ec5d5e4376f9c5,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,ac337a200937fcc7d5cca8563e9bf2332711c30b26f2ffd0a6d93426b9050337
pit30m_10hz,01e21524_09,949,1183503702.21344,1183503797.0133495,v_ref,36b9d8e86a444b02c5df062bac13dc7b2980fc2d560be688b05f0b9ad823c444,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,0347a50f77725b20adf511bc39c0c006baead4df14c17c57bb39b565644a7944
pit30m_10hz,01e21524_10,1374,1183503855.790095,1183503993.0899642,v_ref,a473aa60a1c07985e5722533bed3a3ddc3b34e660405c0a7fbfd4f6810909ed6,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,471b53619598f98cfe2b761d9ecca3b3154113b8a629e616fa14f4c8d13c606c
pit30m_10hz,01e21524_11,6071,1183504025.654238,1183504632.653659,v_ref,48bc3141d96bd15839f62388501bf5717e4b1a4c071ce8cee33654a877735820,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8bb51c885bbf5f23799e1bdca91ee57042f323f4d6d2cb4d8d2705c89b19132c
pit30m_10hz,01e21524_12,4908,1183504673.399438,1183505164.09897,v_ref,e14dbc80fad4bda52b9f1dac2755ff74e17068d37d30a3fd3dcab54da198b6d7,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,e86ec2bb1b2b780c087ea1edf3060fa2c18a135b9bbbec17d99b19426a3d1939
pit30m_10hz,01e86404_00,242,1194807909.443623,1194807933.5436,v_ref,5edede0e4ea2da4e115a5b20a7e4f936c6a1cb7483bc2a43ddb0bd8d6181c21b,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,60a768414a9fdd2f367e6d74e1283ab268de171717a3904010c54482c06207bd
pit30m_10hz,01e86404_01,28860,1194807986.978102,1194810872.8753498,v_ref,7091e97e22663cd3d355318abb76305cb3bcdba01cc1e7a5b62b68ca86495855,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,311cc8ee632460ecda97559ada16534ba6ac65f7379dc9e3d5b1ddfeae8dcf07
pit30m_10hz,020829cb_00,2267,1197218549.0591028,1197218775.6588867,v_ref,35361aff3dd302b18a7072ae034153dd66c37a47858c9e2ddb28a746f75ea7fd,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,6a379856268607202a8e3a5e139fff5443a5c4b5a87b8a1c836ae682ca17fba7
pit30m_10hz,020829cb_01,15656,1197218778.848774,1197220344.347281,v_ref,27fe124d6e89dc217b6fd15ac30ee3bb33b9bd6fd348f52420e927a1a58c70fd,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,734a8cd332d25904803419b868f15ef4438ee13e4faaf2527495929825515583
pit30m_10hz,020829cb_02,1823,1197220503.485147,1197220685.6849732,v_ref,e57c3a5fff13cca6558992a024462a73b08895026c9522cd8d4da13f7446a4c0,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,ead4693ec90020941a14c80ac37b756228e26fc8950df8f0e82368546fd342c4
pit30m_10hz,0209f084_00,1048,1188320290.575974,1188320395.2758741,v_ref,f1bc307f5249f3472a707b0c447255d0b5f53364702add6a3e895be8c0c79d8a,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,b41204985ffa5715aa2829701a90723e78b3c8589e90a2215a084498cd058318
pit30m_10hz,0209f084_01,12448,1188320418.173502,1188321662.872315,v_ref,4d59ec1d8f516dd9131e4b02887931cf4d810908fbe96f0888a42bc206e1029e,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,ea697557ee86d9e90fbcc8b2e7f0b614b4f9ec992e160da28fcd9866c4ca530f
pit30m_10hz,021286dc_00,1462,1195104488.791053,1195104634.8909137,v_ref,a23377f40c7720cab8dfb96481c54e09ae609cde954c78d211981ddf6d8d0aa8,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,23549ead3e506268f3c8711d867ce8f6dee50a2fdf7718d1cc9c9091892817fc
pit30m_10hz,021286dc_01,4764,1195105151.8204207,1195105628.1199665,v_ref,7dd169b5f822ed7e8f9e2361733bb7fd05eb59d5ea0e382f5fa5ece8903790ba,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,3171ec5aeaec242cc3d8fe702c84f3abd5740e802811f4f0876a6f0bd230ccd1
pit30m_10hz,021286dc_02,4616,1195105686.538938,1195106148.038498,v_ref,eb6a2f58a48590acc14604ecd7586ade7132eec128b95be133d416d98ee9f186,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,812905e067a246d3d9994a5ea4fbafc4dc42e72dacd4d68b93d0659dcfe8415a
pit30m_10hz,024e8e83_00,26149,1189718921.291683,1189721536.0891893,v_ref,26a928d83d5039407935908261fab1702e115648b72ff14094ae19198bcc8794,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,43625f7df15abd73883cf0ae17705daad53ea7f6e19701ef1a62b3519d77945b
pit30m,00682fa6_00,23771,1194052917.935841,1194053155.6356144,v_ref,342821f9f3a59d25dd2ed8fc69f46832b176efaba8a3826163427abe315c3e8d,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,17ea1e19b5c1d6ac26c012c17c05af277cca8ae9f46463990023052b87c8aa99
pit30m,00682fa6_01,16688,1194053293.295483,1194053460.165324,v_ref,4e207ab7202b80e9ccf1c73f03440ced6c777eec96d97f09b63769ffbb81cfe2,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,a00b15eab2850bd1aa3e744e6a7eb67ed7a8e3f3e660e84fa692da91743e6d05
pit30m,00682fa6_02,48848,1194053744.7450526,1194054233.2145867,v_ref,51a5ce1c425f38973a32844ac8b46329b7a5d7c6589c44330a66daebf8e5d883,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,26f402088fb9e320644669e35272f79fbe8a9a1dafc7cc13c6064ce802fdd786
pit30m,00682fa6_03,33185,1194054236.429369,1194054568.2690525,v_ref,a3bbc5855257653443c711adcf6e76dbf4428844e5c46f4c8600423bf218b877,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,6fb1d3b570f6c102008ec60c60a6a520d82bf4925c2d1965a05b29a466fdb7ca
pit30m,00a05077_00,14164,1179602496.532148,1179602638.1620128,v_ref,fbafc291a8d5872789c3dfa38828c910698338836fb0be30e8e9b70d7382fa50,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,4558fb137ed989e0922694b34c0809d918fe105ca4ff71ec00415838e4b4a114
pit30m,00a05077_01,96018,1179602670.294721,1179603630.4638052,v_ref,6900b1e447100e7ac738e33f7abb9f35bb860079a7da5ebf5a178741205cef55,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,e8bf04c8dfd6738060915d18ed08558fa8cc8ab118f68527b42584a69827ac34
pit30m,00a05077_02,2556,1179603667.238482,1179603692.7884576,v_ref,64f236bf5e0d84026df3a6a18d551f7444b410fc3503ddb72bb8dff62ab5142e,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8e2d531edfdb1f69aca9b93654864d244ddb931944122f7aa06f7b5f1756823a
pit30m,00a05077_03,215507,1179603726.552444,1179605881.6103888,v_ref,31f12a9b6147d2bade186229dc8c782343df320f4f8d29db3c2df1c8c4693168,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,3ce2f832895a2a8c2ab8ffe23eec219bf811ae6af683e7e33826615c16752d96
pit30m,00a05077_04,15035,1179605889.759272,1179606040.0991287,v_ref,13f404464f2f53027f7ea280437182dc730a4c7d10336a512f135513cf724b44,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7db7232d65bc5321fa29fd5e4360f49712695e1d09d70c037605c9f44ee090ec
pit30m,0106abc2_00,112558,1197388145.743583,1197389271.3125095,v_ref,2589caf5b693f6094c1134a40be5aefb240bbf5659b45c1aebc489229c31f2d5,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,ff6b75273161fa598c6fddec48637400e4ab86f0773b8c029eb22dddb4f5bea1
pit30m,0106abc2_01,6596,1197389296.978187,1197389362.9281242,v_ref,012611ad56796e155221c53eb31de5313c160d5b48c89e244848a37d4ec78d6d,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,2714b3b257d9321ab37aab20dbf3e3427ba59a4b1e61497df21d6075f8b75c05
pit30m,017be362_00,33761,1179419914.758883,1179420252.358561,v_ref,8658949317fdac17ea28593582a4069b743883dc7926479a39d60577f028f6dc,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,28e36c8d2da08fe053056da681573064d1a0bb13a182df712000f075c0cb8f45
pit30m,017be362_01,1715,1179420293.019768,1179420310.1597517,v_ref,60f88dc7a007f7aedcaec9f49d921ddb97c4146861cf7864deea7d8544f2b8be,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7b3d38756031583e697c6e425d05397dc02809c78f8136e7baa5d5a46bdf53e8
pit30m,017be362_02,23505,1179420510.157475,1179420745.1972508,v_ref,a6718059aad639a01b5fe9e91cfcad05ffbaf5664fab1162c5d0e7e0f6e0d6c9,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8f225f0b3f362fd6fdd5dffe62aeb239c1232e33658bf9f7b6024e542c5044f7
pit30m,017be362_03,4220,1179420788.853793,1179420831.0437527,v_ref,392a22e3b90f8dd96b07085d559b64db2db9b5b8be6b2cef4427b1393da1f850,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8ff70d6be66aa06e3f691876d9b2d582765f3100105551355e0db2537df838d9
pit30m,017be362_04,35530,1179421303.661049,1179421658.95071,v_ref,561fe5dd1237dea996e12a718fc5b4c971fa9df3ab83481915640a51bead9084,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,b58f596734c2556f5799cff9a2df65d198f922a4438d0b85a392e18e8cfed9f1
pit30m,017be362_05,113360,1179421703.308783,1179422836.897702,v_ref,cddc5652056aacf7a6e59b201b61624d0f347af1362dd92e6173bd3d0f59e07b,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,a42b3a536ebdda8d17548a0c6ecc7f52f4bbc46d90d8b1a9f7fdd3ffa5c8f834
pit30m,017be362_06,6746,1179422840.521211,1179422907.9711466,v_ref,c442e7bed11450508306f8dd94aad7ed8b7ccb42a75ddc7136cd489a9fac2e12,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,38a7a9f2b6be464132f80a776ccb979df5ace73810ad66ab61450c19f9f32579
pit30m,017be362_07,70670,1179422920.049698,1179423626.7390242,v_ref,3deec96401a173340a39503efae80882c469fb96cfc007e6a37d618ae485fbe4,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,37ffa4b1a16976dfee1e69ca3ef66756d598e0cab1287e49576179ab4d3c4adf
pit30m,01959149_00,126487,1195361294.501267,1195362559.3600607,v_ref,ed0e9c27ede8851d976d63a2886845bc68af28c88dc53560674f00bb6404825b,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7adf652492936313827b35390f91f7a9cf917a7ca13ed5700a72bcc942b0f58f
pit30m,01959149_01,18252,1195362895.4837,1195363077.993526,v_ref,4ab436172edfb2568eb61f204d347c601bb6d7709580260127aade431282593d,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,ca6e249ae41d73eee9382d3aacd927e93284c885629778d23016ce46cc1c8a8a
pit30m,01959149_02,1825,1195363096.313837,1195363114.5538197,v_ref,e4ce45e5837456a71ea4345ec658b006de47738a568b387d407dcbb2da54f5b4,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,acc508d49b5a606c7d3323d29460d20de59c9855f26d12ff456207fd4e6f5361
pit30m,01959149_03,20715,1195363216.424199,1195363423.5640016,v_ref,7b113e02ff0a500b2dd91ed1eedaf4e3dae64e3d0082d86532321c9b227c9a85,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,fc5ee7bffe0ed39219334b805b2bbe73b5c8a3d333e69bca4ba024848b764c25
pit30m,01959149_04,2219,1195363451.571604,1195363473.7515829,v_ref,3e69b360306a8ee13b1c5fdc868b20d31a5ec2b36a77007c6436931af8bc79af,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,22122ac55721796ed29135f9935986706507e0acad5d716aefdda140a40e9f4a
pit30m,01959149_05,58198,1195363501.645735,1195364083.61518,v_ref,b75b0e37834706f680d9df2e1f031daf2b11a16da9d2cf547d1a9e1d6131b839,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,29c85e655fb42e1eff6f88c45a1cb2dc02242cc4510e2e631e0de1cfe89a1701
pit30m,01959149_06,70250,1195364090.86887,1195364793.3582,v_ref,ecc31ec66d7158bed0dc3f6df87fca7db9defa6e32b1b2901f4e70d387c71567,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,92e6145d68d42579b93a7f708298c0285fa2ab5f1c4c7163067f7c4ae4bad3f4
pit30m,01959149_07,50670,1195364861.865299,1195365368.5548158,v_ref,68350a7e8f803d6317770197732d8f6f5099f54877b8447d329206bf6a3b634a,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8e129456052890821fe088af8ab90fabde48fd0c4e0f5994d9d3819cb8e63323
pit30m,01d09d4c_00,2982,1188341543.205852,1188341573.0158236,v_ref,8462505ff38fb1069ecd399440db7026791713f8cab2755baa2829cf40646eaa,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,81e844c424dab2da8101929a6454e1e2af34a5d2e8142b3f2b4b30a72cddbf58
pit30m,01d09d4c_01,114728,1188341595.363244,1188342742.63215,v_ref,8d1883b1bca1c2b59afa257e3e9636e14f1abff81b754c8c574e934382b43a27,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,5d6ee5cc3d40a3355dbef44beac818d796407abefc5912cf7d83ec99414a95de
pit30m,01e21524_00,14002,1183501700.5711,1183501840.5809665,v_ref,d39cdf809de7952494a4699cf1c9231068b17aec629717bd1d57d03df21d43ab,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,28b1b30a31514f04d6932ebda56e716dd505e58a3d8deb0509922203bf447a26
pit30m,01e21524_01,6414,1183501880.988981,1183501945.1189198,v_ref,ef9416befb1161fa6499fe278487a1981fc4cefa89e7f99a45519717adc2568c,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,9836ccc9ca837e52ba16a6306cf7b0dec51bcbf36d152cafa9e4be3c57e05979
pit30m,01e21524_02,10184,1183501965.469825,1183502067.299728,v_ref,409dd7c69bf82525847e9c134d8de9b58510adacf663b0e5ed1ed92789ad238b,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f7d49d485615ae3fc2cea8019701e710757b746c242f958c837871e1943dac8f
pit30m,01e21524_03,4863,1183502091.373899,1183502139.9938526,v_ref,15dab9fe616c0a4c2f302d0be0cce679ca69bc0b5928295b89ab9cb719722dce,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,b65cc8e5a3d8992db81fb74c431e4108f0c98302d2b935d4aa91062e28eb00c7
pit30m,01e21524_04,6175,1183502158.526143,1183502220.2660842,v_ref,00ac76b5ad31de7e74875634222c8b8fd14145bc50a752887ba057e8e0f54756,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,5bcde8315e78e86f3e048f56541fd006d704cdc268eacdfb2a7794d21b90bd47
pit30m,01e21524_05,1394,1183502240.301035,1183502254.2310216,v_ref,9e616ddd8f2bfb4626441358ee71138fd395510035e09293535ded4211da0d20,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,73146379f0b75848a3ffce7bad5152a67930527334b0e5de2b0fc1893b12804d
pit30m,01e21524_06,58733,1183502282.636252,1183502869.9556918,v_ref,3fb802a862209cd8a911db60e9cb29bceb30df55e832900545733d626b262f99,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,4385cbd5127b8fced47451ed16c61e86ab0404395b7a80d5f48350066956e03b
pit30m,01e21524_07,5164,1183502901.383605,1183502953.0135558,v_ref,1eaa6c228da7a44200806798aee3833fcdf3f8cbd0cc07825bb986e603aa9f9e,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,324a528f2033b826fea2919bb23518e7d5a1f52a2f911ff0f40f0fd1fc1d24a9
pit30m,01e21524_08,57369,1183503064.221418,1183503637.9008708,v_ref,d57ade3665c0635b44b4b9bd6c9a17e306b4dcbc118d63aa0cbb54afc1c789e5,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,842a17380d000b2c6d718326f593bdcf4c09a9763cec4c6bdaa3d64ce58c05bf
pit30m,01e21524_09,9481,1183503702.21344,1183503797.0133495,v_ref,8ec8f70ddd70598d353fcf2bdfde7fa672c74f8c7c94725522fb01884255a8aa,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,e32ef473311e2e3be5c13a43cdeb10aa5fb6c8ef0caac0022a5ff6e8ad8162dd
pit30m,01e21524_10,13734,1183503855.790095,1183503993.1199641,v_ref,bd2c09e8d6021c882904a5d737e50c69d35ca87cbc137cdbb48d3d55dd6ef579,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8e70184590cfacd5f80cba1b04683268cb526f55427d99f38afacdfe6ed87e96
pit30m,01e21524_11,60708,1183504025.654238,1183504632.723659,v_ref,68644ff4e40d93fd64d2b81dce5d190ac23eaf3ad070e0cf4e401ae290208216,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,c69311d840a1afb68de7575f7b2cbf754d62bb5efce45b2ab46bf647f5f423bd
pit30m,01e21524_12,49072,1183504673.399438,1183505164.10897,v_ref,958f3b8f3fc2bc6b5d945034b450efd4152b61fb162d7de9fc58e1c6f493ea01,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,2f9eb88e75e0ab97b098371802abec4eb7d60df46905d69f68f84031747d2870
pit30m,01e86404_00,2415,1194807909.443623,1194807933.5836,v_ref,29ad77e4cda5c626a6810e46efe84b568f4864144da0fc031f6d42aca62ef9c1,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,334872090624aa9d82c507cb8af5f126c9918ce864fefde07d56ab0575338c90
pit30m,01e86404_01,288591,1194807986.978102,1194810872.8753498,v_ref,88a84a851c38cbb5836f76b1a62e2993439b98892d73b92facde8d0beeb4a7b9,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,5b92384ae2e832e5e5bbf70d444754bbd83e9fc0fea740e0eb69f32a9eeba1d5
pit30m,020829cb_00,22668,1197218549.0591028,1197218775.7288866,v_ref,9515e45874d6024bdd6a9fca0e2ff5939e7c07fe3d5014223c88a835c7a1c519,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,07bbdefe85378f79c33121973f8c701899b8bb6b8be7be1d96dd7adbedf27440
pit30m,020829cb_01,156553,1197218778.848774,1197220344.367281,v_ref,91f7a0becf519494ea2bccce1c14b0818de211df39d1b461d7719eeecaa9fdb4,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,6f8b65cfafd46b865a4d169b9ed273318235fce25c725dd426becfb59c9e6ef5
pit30m,020829cb_02,18230,1197220503.485147,1197220685.7749732,v_ref,3bfcebbb167f2235f949455ee3ddfb3b3e4e22e0396fdc22eb33b684700bfd14,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,be29d7c249e9878d7676cd357a83fe3c764dcd8cf7c2c893801e2a660555b527
pit30m,0209f084_00,10476,1188320290.575974,1188320395.325874,v_ref,9553257c15289227a66f76716cb465eb2696c88ce3858d7232d07a5ab2eec933,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,123ce38c2ff5e9cb7fe7377ebdc6564db8bcdb0835dfd030d892c5e5eccf4fee
pit30m,0209f084_01,124471,1188320418.173502,1188321662.872315,v_ref,1fbe6f1efa047e9fd146ef68fa8474508ec3713bcc374103b7432c52bec66614,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,e72450f752bca4143d2cf2653a07ca5c441e50d53a0c1d0557ecb03f9a4a4738
pit30m,021286dc_00,14620,1195104488.791053,1195104634.9809136,v_ref,6d72fda656bf037d5aa04d947c51e083e2740027fc30d696fdcc1bc9cd250db4,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,e1290dcbecc164ed2bbd3f5cd63e77cfa0b34abb40f89c29e987db1ec3d40ff1
pit30m,021286dc_01,47636,1195105151.8204207,1195105628.1699665,v_ref,245d5efb2f8690fca08818c7002fb3d748053702290f0c676c67d4ab737d9567,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,6b7a109971109e839a52cc8a11230f235291563e64d79990e9ec628c2b0e1416
pit30m,021286dc_02,46155,1195105686.538938,1195106148.078498,v_ref,29e7443e4d0a1a8c262f85e2098b01ec8bb1de948f43f7a445f572f8b3a2e708,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,36f55a4948948997defdb7a750829e8b198ca98ce107f3093ae89a16edfbd3b8
pit30m,024e8e83_00,261490,1189718921.291683,1189721536.1791892,v_ref,3712cb355cec6d331e1f929bef9a5c6f327a078f9fb1c03ed9a1fafc28e35191,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,df58414aabfcb6ab9860641c02b25e0adfff31cc8fb4debc63b4b5e0e3393760
